model_id_x,ROC_rank_x,avg_auc_x,model_id_y,ROC_rank_y,avg_auc_y,rank_x-rank_y,avg_auc_x=avg_auc_y,rank_x-rank_y_greater_cd_18.082
svmLinear2_1_clickstream,32.518,0.619,adaboost_100_Adaboost.M1_all,3.508,0.898,29.01,-0.279,True
svmLinear2_1_clickstream,32.518,0.619,adaboost_50_Adaboost.M1_all,3.548,0.898,28.97,-0.279,True
svmLinear2_1_clickstream,32.518,0.619,adaboost_500_Adaboost.M1_all,4.131,0.897,28.387,-0.278,True
svmLinear2_1_clickstream,32.518,0.619,adaboost_50_Adaboost.M1_clickstream,4.537,0.893,27.981,-0.274,True
svmLinear2_1_clickstream,32.518,0.619,rpart_0.01_all,4.65,0.894,27.868,-0.275,True
svmLinear2_1_clickstream,32.518,0.619,rpart_0.001_clickstream,4.659,0.892,27.859,-0.273,True
svmLinear2_1_clickstream,32.518,0.619,adaboost_100_Adaboost.M1_clickstream,4.829,0.892,27.689,-0.273,True
svmLinear2_1_clickstream,32.518,0.619,adaboost_500_Adaboost.M1_clickstream,5.764,0.891,26.755,-0.272,True
svmLinear2_1_clickstream,32.518,0.619,rpart_0.01_clickstream,6.888,0.88,25.631,-0.261,True
svmLinear2_1_clickstream,32.518,0.619,nb_1_TRUE_1_clickstream,7.771,0.873,24.748,-0.254,True
svmLinear2_1_clickstream,32.518,0.619,nb_0_TRUE_1_clickstream,7.771,0.873,24.748,-0.254,True
svmLinear2_1_clickstream,32.518,0.619,nb_1_FALSE_1_clickstream,13.538,0.791,18.981,-0.172,True
svmLinear2_1_clickstream,32.518,0.619,nb_0_FALSE_1_clickstream,13.538,0.791,18.981,-0.172,True
svmLinear2_1_clickstream,32.518,0.619,glmnet_0_0_clickstream,17.375,0.752,15.144,-0.133,False
svmLinear2_1_clickstream,32.518,0.619,glmnet_0_0.001_clickstream,17.375,0.752,15.144,-0.133,False
svmLinear2_1_clickstream,32.518,0.619,glmnet_0_0.01_clickstream,17.58,0.751,14.938,-0.132,False
svmLinear2_1_clickstream,32.518,0.619,glmnet_0_0.01_all,17.991,0.78,14.528,-0.161,False
svmLinear2_1_clickstream,32.518,0.619,glmnet_0_0.1_all,18.306,0.779,14.212,-0.16,False
svmLinear2_1_clickstream,32.518,0.619,glmnet_0_0.001_all,18.688,0.779,13.831,-0.16,False
svmLinear2_1_clickstream,32.518,0.619,glmnet_0_0_all,18.688,0.779,13.831,-0.16,False
svmLinear2_1_clickstream,32.518,0.619,glmnet_0_0.1_clickstream,18.915,0.739,13.604,-0.12,False
svmLinear2_1_clickstream,32.518,0.619,glmnet_0_1_clickstream,22.994,0.7,9.525,-0.081,False
svmLinear2_1_clickstream,32.518,0.619,glmnet_0_1_all,23.012,0.752,9.506,-0.133,False
svmLinear2_1_clickstream,32.518,0.619,nb_0_TRUE_1_all,31.023,0.725,1.495,-0.106,False
svmLinear2_1_clickstream,32.518,0.619,nb_1_TRUE_1_all,31.023,0.725,1.495,-0.106,False
svmLinear2_1_clickstream,32.518,0.619,svmLinear2_10_clickstream,31.522,0.632,0.996,-0.013,False
svmLinear2_1_clickstream,32.518,0.619,svmLinear2_0.01_clickstream,33.288,0.612,-0.769,0.007,False
svmLinear2_1_clickstream,32.518,0.619,svmLinear2_0.1_clickstream,33.356,0.611,-0.838,0.008,False
svmLinear2_1_clickstream,32.518,0.619,adaboost_50_Real adaboost_clickstream,33.74,0.609,-1.222,0.01,False
svmLinear2_1_clickstream,32.518,0.619,svmLinear2_0.001_clickstream,34.581,0.602,-2.063,0.017,False
svmLinear2_1_clickstream,32.518,0.619,adaboost_100_Real adaboost_clickstream,34.755,0.596,-2.237,0.023,False
svmLinear2_1_clickstream,32.518,0.619,svmLinear2_10_all,37.972,0.65,-5.454,-0.031,False
svmLinear2_1_clickstream,32.518,0.619,adaboost_500_Real adaboost_clickstream,39.315,0.551,-6.797,0.068,False
svmLinear2_1_clickstream,32.518,0.619,glmnet_0_0.01_quiz,39.416,0.605,-6.897,0.014,False
svmLinear2_1_clickstream,32.518,0.619,glmnet_0_1_forum,39.455,0.514,-6.937,0.105,False
svmLinear2_1_clickstream,32.518,0.619,glmnet_0_0_quiz,39.477,0.605,-6.958,0.014,False
svmLinear2_1_clickstream,32.518,0.619,glmnet_0_0.001_quiz,39.477,0.605,-6.958,0.014,False
svmLinear2_1_clickstream,32.518,0.619,glmnet_0_0.1_quiz,39.742,0.604,-7.224,0.015,False
svmLinear2_1_clickstream,32.518,0.619,adaboost_500_Adaboost.M1_forum,41.024,0.514,-8.506,0.105,False
svmLinear2_1_clickstream,32.518,0.619,glmnet_0_0.1_forum,41.717,0.512,-9.198,0.107,False
svmLinear2_1_clickstream,32.518,0.619,glmnet_0_1_quiz,42.514,0.596,-9.996,0.023,False
svmLinear2_1_clickstream,32.518,0.619,adaboost_100_Adaboost.M1_forum,42.573,0.513,-10.055,0.106,False
svmLinear2_1_clickstream,32.518,0.619,glmnet_0_0.01_forum,43.12,0.511,-10.602,0.108,False
svmLinear2_1_clickstream,32.518,0.619,rpart_0.1_clickstream,43.162,0.588,-10.644,0.031,False
svmLinear2_1_clickstream,32.518,0.619,glmnet_0_0.001_forum,43.421,0.511,-10.903,0.108,False
svmLinear2_1_clickstream,32.518,0.619,glmnet_0_0_forum,43.499,0.511,-10.981,0.108,False
svmLinear2_1_clickstream,32.518,0.619,svmLinear2_1_all,43.603,0.628,-11.085,-0.009,False
svmLinear2_1_clickstream,32.518,0.619,adaboost_50_Adaboost.M1_forum,43.774,0.512,-11.256,0.107,False
svmLinear2_1_clickstream,32.518,0.619,nb_1_TRUE_1_forum,44.41,0.511,-11.892,0.108,False
svmLinear2_1_clickstream,32.518,0.619,nb_0_TRUE_1_forum,44.41,0.511,-11.892,0.108,False
svmLinear2_1_clickstream,32.518,0.619,nb_0_FALSE_1_quiz,45.172,0.587,-12.654,0.032,False
svmLinear2_1_clickstream,32.518,0.619,nb_1_FALSE_1_quiz,45.172,0.587,-12.654,0.032,False
svmLinear2_1_clickstream,32.518,0.619,adaboost_100_Adaboost.M1_quiz,45.78,0.585,-13.261,0.034,False
svmLinear2_1_clickstream,32.518,0.619,adaboost_50_Adaboost.M1_quiz,45.93,0.585,-13.411,0.034,False
svmLinear2_1_clickstream,32.518,0.619,adaboost_500_Adaboost.M1_quiz,45.948,0.585,-13.43,0.034,False
svmLinear2_1_clickstream,32.518,0.619,nb_0_TRUE_1_quiz,46.05,0.585,-13.532,0.034,False
svmLinear2_1_clickstream,32.518,0.619,nb_1_TRUE_1_quiz,46.05,0.585,-13.532,0.034,False
svmLinear2_1_clickstream,32.518,0.619,adaboost_50_Real adaboost_forum,48.206,0.506,-15.688,0.113,False
svmLinear2_1_clickstream,32.518,0.619,svmLinear2_10_forum,48.497,0.506,-15.979,0.113,False
svmLinear2_1_clickstream,32.518,0.619,adaboost_50_Real adaboost_all,48.862,0.6,-16.344,0.019,False
svmLinear2_1_clickstream,32.518,0.619,svmLinear2_0.1_forum,49.329,0.505,-16.811,0.114,False
svmLinear2_1_clickstream,32.518,0.619,adaboost_100_Real adaboost_forum,49.417,0.505,-16.899,0.114,False
svmLinear2_1_clickstream,32.518,0.619,svmLinear2_0.01_forum,49.711,0.505,-17.193,0.114,False
svmLinear2_1_clickstream,32.518,0.619,adaboost_500_Real adaboost_forum,50.085,0.504,-17.567,0.115,False
svmLinear2_1_clickstream,32.518,0.619,svmLinear2_0.001_forum,50.433,0.504,-17.915,0.115,False
svmLinear2_1_clickstream,32.518,0.619,svmLinear2_0.1_all,50.884,0.592,-18.366,0.027,True
svmLinear2_1_clickstream,32.518,0.619,adaboost_100_Real adaboost_all,51.156,0.589,-18.638,0.03,True
svmLinear2_1_clickstream,32.518,0.619,nb_1_FALSE_1_forum,52.824,0.499,-20.306,0.12,True
svmLinear2_1_clickstream,32.518,0.619,nb_0_FALSE_1_forum,52.824,0.499,-20.306,0.12,True
svmLinear2_1_clickstream,32.518,0.619,rpart_1_clickstream,53.154,0.5,-20.635,0.119,True
svmLinear2_1_clickstream,32.518,0.619,rpart_0.001_forum,53.404,0.501,-20.886,0.118,True
svmLinear2_1_clickstream,32.518,0.619,rpart_0.01_forum,54.176,0.5,-21.657,0.119,True
svmLinear2_1_clickstream,32.518,0.619,rpart_0.1_forum,54.223,0.5,-21.704,0.119,True
svmLinear2_1_clickstream,32.518,0.619,rpart_1_forum,54.223,0.5,-21.704,0.119,True
svmLinear2_1_clickstream,32.518,0.619,svmLinear2_0.01_all,54.631,0.57,-22.113,0.049,True
svmLinear2_1_clickstream,32.518,0.619,adaboost_500_Real adaboost_all,54.928,0.562,-22.41,0.057,True
svmLinear2_1_clickstream,32.518,0.619,rpart_0.1_all,56.175,0.62,-23.657,-0.001,True
svmLinear2_1_clickstream,32.518,0.619,svmLinear2_0.01_quiz,57.891,0.546,-25.372,0.073,True
svmLinear2_1_clickstream,32.518,0.619,rpart_0.001_quiz,58.023,0.555,-25.505,0.064,True
svmLinear2_1_clickstream,32.518,0.619,svmLinear2_0.001_all,58.272,0.546,-25.754,0.073,True
svmLinear2_1_clickstream,32.518,0.619,svmLinear2_0.1_quiz,58.634,0.545,-26.116,0.074,True
svmLinear2_1_clickstream,32.518,0.619,svmLinear2_0.001_quiz,59.372,0.543,-26.854,0.076,True
svmLinear2_1_clickstream,32.518,0.619,svmLinear2_10_quiz,60.389,0.54,-27.871,0.079,True
svmLinear2_1_clickstream,32.518,0.619,adaboost_50_Real adaboost_quiz,67.512,0.519,-34.994,0.1,True
svmLinear2_1_clickstream,32.518,0.619,adaboost_100_Real adaboost_quiz,67.966,0.516,-35.447,0.103,True
svmLinear2_1_clickstream,32.518,0.619,adaboost_500_Real adaboost_quiz,70.83,0.51,-38.311,0.109,True
svmLinear2_1_clickstream,32.518,0.619,rpart_0.01_quiz,75.0,0.51,-42.482,0.109,True
svmLinear2_1_clickstream,32.518,0.619,nb_0_FALSE_1_all,75.116,0.501,-42.597,0.118,True
svmLinear2_1_clickstream,32.518,0.619,nb_1_FALSE_1_all,75.116,0.501,-42.597,0.118,True
svmLinear2_1_clickstream,32.518,0.619,rpart_1_quiz,77.541,0.5,-45.022,0.119,True
svmLinear2_1_clickstream,32.518,0.619,rpart_0.1_quiz,77.541,0.5,-45.022,0.119,True
svmLinear2_1_clickstream,32.518,0.619,rpart_1_all,77.541,0.5,-45.022,0.119,True
svmLinear2_0.01_clickstream,33.288,0.612,rpart_0.001_all,2.694,0.901,30.594,-0.289,True
svmLinear2_0.01_clickstream,33.288,0.612,adaboost_100_Adaboost.M1_all,3.508,0.898,29.78,-0.286,True
svmLinear2_0.01_clickstream,33.288,0.612,adaboost_50_Adaboost.M1_all,3.548,0.898,29.739,-0.286,True
svmLinear2_0.01_clickstream,33.288,0.612,adaboost_500_Adaboost.M1_all,4.131,0.897,29.156,-0.285,True
svmLinear2_0.01_clickstream,33.288,0.612,adaboost_50_Adaboost.M1_clickstream,4.537,0.893,28.751,-0.281,True
svmLinear2_0.01_clickstream,33.288,0.612,rpart_0.01_all,4.65,0.894,28.638,-0.281,True
svmLinear2_0.01_clickstream,33.288,0.612,rpart_0.001_clickstream,4.659,0.892,28.629,-0.28,True
svmLinear2_0.01_clickstream,33.288,0.612,adaboost_100_Adaboost.M1_clickstream,4.829,0.892,28.459,-0.28,True
svmLinear2_0.01_clickstream,33.288,0.612,adaboost_500_Adaboost.M1_clickstream,5.764,0.891,27.524,-0.279,True
svmLinear2_0.01_clickstream,33.288,0.612,rpart_0.01_clickstream,6.888,0.88,26.4,-0.268,True
svmLinear2_0.01_clickstream,33.288,0.612,nb_1_TRUE_1_clickstream,7.771,0.873,25.517,-0.261,True
svmLinear2_0.01_clickstream,33.288,0.612,nb_0_TRUE_1_clickstream,7.771,0.873,25.517,-0.261,True
svmLinear2_0.01_clickstream,33.288,0.612,nb_1_FALSE_1_clickstream,13.538,0.791,19.75,-0.179,True
svmLinear2_0.01_clickstream,33.288,0.612,nb_0_FALSE_1_clickstream,13.538,0.791,19.75,-0.179,True
svmLinear2_0.01_clickstream,33.288,0.612,glmnet_0_0_clickstream,17.375,0.752,15.913,-0.14,False
svmLinear2_0.01_clickstream,33.288,0.612,glmnet_0_0.001_clickstream,17.375,0.752,15.913,-0.14,False
svmLinear2_0.01_clickstream,33.288,0.612,glmnet_0_0.01_clickstream,17.58,0.751,15.708,-0.139,False
svmLinear2_0.01_clickstream,33.288,0.612,glmnet_0_0.01_all,17.991,0.78,15.297,-0.168,False
svmLinear2_0.01_clickstream,33.288,0.612,glmnet_0_0.1_all,18.306,0.779,14.981,-0.167,False
svmLinear2_0.01_clickstream,33.288,0.612,glmnet_0_0.001_all,18.688,0.779,14.6,-0.167,False
svmLinear2_0.01_clickstream,33.288,0.612,glmnet_0_0_all,18.688,0.779,14.6,-0.167,False
svmLinear2_0.01_clickstream,33.288,0.612,glmnet_0_0.1_clickstream,18.915,0.739,14.373,-0.127,False
svmLinear2_0.01_clickstream,33.288,0.612,glmnet_0_1_clickstream,22.994,0.7,10.294,-0.088,False
svmLinear2_0.01_clickstream,33.288,0.612,glmnet_0_1_all,23.012,0.752,10.275,-0.139,False
svmLinear2_0.01_clickstream,33.288,0.612,nb_0_TRUE_1_all,31.023,0.725,2.264,-0.113,False
svmLinear2_0.01_clickstream,33.288,0.612,nb_1_TRUE_1_all,31.023,0.725,2.264,-0.113,False
svmLinear2_0.01_clickstream,33.288,0.612,adaboost_50_Real adaboost_clickstream,33.74,0.609,-0.452,0.003,False
svmLinear2_0.01_clickstream,33.288,0.612,svmLinear2_0.001_clickstream,34.581,0.602,-1.294,0.01,False
svmLinear2_0.01_clickstream,33.288,0.612,adaboost_100_Real adaboost_clickstream,34.755,0.596,-1.468,0.016,False
svmLinear2_0.01_clickstream,33.288,0.612,adaboost_500_Real adaboost_clickstream,39.315,0.551,-6.028,0.061,False
svmLinear2_0.01_clickstream,33.288,0.612,glmnet_0_0.01_quiz,39.416,0.605,-6.128,0.007,False
svmLinear2_0.01_clickstream,33.288,0.612,glmnet_0_1_forum,39.455,0.514,-6.168,0.098,False
svmLinear2_0.01_clickstream,33.288,0.612,glmnet_0_0_quiz,39.477,0.605,-6.189,0.007,False
svmLinear2_0.01_clickstream,33.288,0.612,glmnet_0_0.001_quiz,39.477,0.605,-6.189,0.007,False
svmLinear2_0.01_clickstream,33.288,0.612,glmnet_0_0.1_quiz,39.742,0.604,-6.455,0.008,False
svmLinear2_0.01_clickstream,33.288,0.612,adaboost_500_Adaboost.M1_forum,41.024,0.514,-7.737,0.098,False
svmLinear2_0.01_clickstream,33.288,0.612,glmnet_0_0.1_forum,41.717,0.512,-8.429,0.1,False
svmLinear2_0.01_clickstream,33.288,0.612,glmnet_0_1_quiz,42.514,0.596,-9.226,0.016,False
svmLinear2_0.01_clickstream,33.288,0.612,adaboost_100_Adaboost.M1_forum,42.573,0.513,-9.286,0.099,False
svmLinear2_0.01_clickstream,33.288,0.612,glmnet_0_0.01_forum,43.12,0.511,-9.833,0.101,False
svmLinear2_0.01_clickstream,33.288,0.612,rpart_0.1_clickstream,43.162,0.588,-9.874,0.024,False
svmLinear2_0.01_clickstream,33.288,0.612,glmnet_0_0.001_forum,43.421,0.511,-10.133,0.101,False
svmLinear2_0.01_clickstream,33.288,0.612,glmnet_0_0_forum,43.499,0.511,-10.212,0.101,False
svmLinear2_0.01_clickstream,33.288,0.612,adaboost_50_Adaboost.M1_forum,43.774,0.512,-10.486,0.1,False
svmLinear2_0.01_clickstream,33.288,0.612,nb_1_TRUE_1_forum,44.41,0.511,-11.123,0.101,False
svmLinear2_0.01_clickstream,33.288,0.612,nb_0_TRUE_1_forum,44.41,0.511,-11.123,0.101,False
svmLinear2_0.01_clickstream,33.288,0.612,nb_0_FALSE_1_quiz,45.172,0.587,-11.884,0.025,False
svmLinear2_0.01_clickstream,33.288,0.612,nb_1_FALSE_1_quiz,45.172,0.587,-11.884,0.025,False
svmLinear2_0.01_clickstream,33.288,0.612,adaboost_100_Adaboost.M1_quiz,45.78,0.585,-12.492,0.027,False
svmLinear2_0.01_clickstream,33.288,0.612,adaboost_50_Adaboost.M1_quiz,45.93,0.585,-12.642,0.027,False
svmLinear2_0.01_clickstream,33.288,0.612,adaboost_500_Adaboost.M1_quiz,45.948,0.585,-12.661,0.027,False
svmLinear2_0.01_clickstream,33.288,0.612,nb_0_TRUE_1_quiz,46.05,0.585,-12.762,0.027,False
svmLinear2_0.01_clickstream,33.288,0.612,nb_1_TRUE_1_quiz,46.05,0.585,-12.762,0.027,False
svmLinear2_0.01_clickstream,33.288,0.612,adaboost_50_Real adaboost_forum,48.206,0.506,-14.918,0.106,False
svmLinear2_0.01_clickstream,33.288,0.612,adaboost_50_Real adaboost_all,48.862,0.6,-15.575,0.012,False
svmLinear2_0.01_clickstream,33.288,0.612,adaboost_100_Real adaboost_forum,49.417,0.505,-16.129,0.107,False
svmLinear2_0.01_clickstream,33.288,0.612,adaboost_500_Real adaboost_forum,50.085,0.504,-16.798,0.108,False
svmLinear2_0.01_clickstream,33.288,0.612,svmLinear2_0.001_forum,50.433,0.504,-17.145,0.108,False
svmLinear2_0.01_clickstream,33.288,0.612,adaboost_100_Real adaboost_all,51.156,0.589,-17.869,0.023,False
svmLinear2_0.01_clickstream,33.288,0.612,nb_1_FALSE_1_forum,52.824,0.499,-19.536,0.113,True
svmLinear2_0.01_clickstream,33.288,0.612,nb_0_FALSE_1_forum,52.824,0.499,-19.536,0.113,True
svmLinear2_0.01_clickstream,33.288,0.612,rpart_1_clickstream,53.154,0.5,-19.866,0.112,True
svmLinear2_0.01_clickstream,33.288,0.612,rpart_0.001_forum,53.404,0.501,-20.117,0.111,True
svmLinear2_0.01_clickstream,33.288,0.612,rpart_0.01_forum,54.176,0.5,-20.888,0.112,True
svmLinear2_0.01_clickstream,33.288,0.612,rpart_0.1_forum,54.223,0.5,-20.935,0.112,True
svmLinear2_0.01_clickstream,33.288,0.612,rpart_1_forum,54.223,0.5,-20.935,0.112,True
svmLinear2_0.01_clickstream,33.288,0.612,svmLinear2_0.01_all,54.631,0.57,-21.344,0.042,True
svmLinear2_0.01_clickstream,33.288,0.612,adaboost_500_Real adaboost_all,54.928,0.562,-21.64,0.05,True
svmLinear2_0.01_clickstream,33.288,0.612,rpart_0.1_all,56.175,0.62,-22.887,-0.007,True
svmLinear2_0.01_clickstream,33.288,0.612,rpart_0.001_quiz,58.023,0.555,-24.736,0.057,True
svmLinear2_0.01_clickstream,33.288,0.612,svmLinear2_0.001_all,58.272,0.546,-24.984,0.066,True
svmLinear2_0.01_clickstream,33.288,0.612,svmLinear2_0.001_quiz,59.372,0.543,-26.084,0.069,True
svmLinear2_0.01_clickstream,33.288,0.612,adaboost_50_Real adaboost_quiz,67.512,0.519,-34.225,0.093,True
svmLinear2_0.01_clickstream,33.288,0.612,adaboost_100_Real adaboost_quiz,67.966,0.516,-34.678,0.096,True
svmLinear2_0.01_clickstream,33.288,0.612,adaboost_500_Real adaboost_quiz,70.83,0.51,-37.542,0.102,True
svmLinear2_0.01_clickstream,33.288,0.612,rpart_0.01_quiz,75.0,0.51,-41.712,0.102,True
svmLinear2_0.01_clickstream,33.288,0.612,nb_0_FALSE_1_all,75.116,0.501,-41.828,0.111,True
svmLinear2_0.01_clickstream,33.288,0.612,nb_1_FALSE_1_all,75.116,0.501,-41.828,0.111,True
svmLinear2_0.01_clickstream,33.288,0.612,rpart_1_quiz,77.541,0.5,-44.253,0.112,True
svmLinear2_0.01_clickstream,33.288,0.612,rpart_0.1_quiz,77.541,0.5,-44.253,0.112,True
svmLinear2_0.01_clickstream,33.288,0.612,rpart_1_all,77.541,0.5,-44.253,0.112,True
svmLinear2_0.1_clickstream,33.356,0.611,rpart_0.001_all,2.694,0.901,30.663,-0.289,True
svmLinear2_0.1_clickstream,33.356,0.611,adaboost_100_Adaboost.M1_all,3.508,0.898,29.849,-0.286,True
svmLinear2_0.1_clickstream,33.356,0.611,adaboost_50_Adaboost.M1_all,3.548,0.898,29.808,-0.287,True
svmLinear2_0.1_clickstream,33.356,0.611,adaboost_500_Adaboost.M1_all,4.131,0.897,29.225,-0.285,True
svmLinear2_0.1_clickstream,33.356,0.611,adaboost_50_Adaboost.M1_clickstream,4.537,0.893,28.819,-0.281,True
svmLinear2_0.1_clickstream,33.356,0.611,rpart_0.01_all,4.65,0.894,28.706,-0.282,True
svmLinear2_0.1_clickstream,33.356,0.611,rpart_0.001_clickstream,4.659,0.892,28.698,-0.281,True
svmLinear2_0.1_clickstream,33.356,0.611,adaboost_100_Adaboost.M1_clickstream,4.829,0.892,28.528,-0.281,True
svmLinear2_0.1_clickstream,33.356,0.611,adaboost_500_Adaboost.M1_clickstream,5.764,0.891,27.593,-0.279,True
svmLinear2_0.1_clickstream,33.356,0.611,rpart_0.01_clickstream,6.888,0.88,26.469,-0.268,True
svmLinear2_0.1_clickstream,33.356,0.611,nb_1_TRUE_1_clickstream,7.771,0.873,25.586,-0.261,True
svmLinear2_0.1_clickstream,33.356,0.611,nb_0_TRUE_1_clickstream,7.771,0.873,25.586,-0.261,True
svmLinear2_0.1_clickstream,33.356,0.611,nb_1_FALSE_1_clickstream,13.538,0.791,19.819,-0.18,True
svmLinear2_0.1_clickstream,33.356,0.611,nb_0_FALSE_1_clickstream,13.538,0.791,19.819,-0.18,True
svmLinear2_0.1_clickstream,33.356,0.611,glmnet_0_0_clickstream,17.375,0.752,15.982,-0.141,False
svmLinear2_0.1_clickstream,33.356,0.611,glmnet_0_0.001_clickstream,17.375,0.752,15.982,-0.141,False
svmLinear2_0.1_clickstream,33.356,0.611,glmnet_0_0.01_clickstream,17.58,0.751,15.776,-0.14,False
svmLinear2_0.1_clickstream,33.356,0.611,glmnet_0_0.01_all,17.991,0.78,15.366,-0.168,False
svmLinear2_0.1_clickstream,33.356,0.611,glmnet_0_0.1_all,18.306,0.779,15.05,-0.168,False
svmLinear2_0.1_clickstream,33.356,0.611,glmnet_0_0.001_all,18.688,0.779,14.669,-0.168,False
svmLinear2_0.1_clickstream,33.356,0.611,glmnet_0_0_all,18.688,0.779,14.669,-0.168,False
svmLinear2_0.1_clickstream,33.356,0.611,glmnet_0_0.1_clickstream,18.915,0.739,14.442,-0.127,False
svmLinear2_0.1_clickstream,33.356,0.611,glmnet_0_1_clickstream,22.994,0.7,10.363,-0.088,False
svmLinear2_0.1_clickstream,33.356,0.611,glmnet_0_1_all,23.012,0.752,10.344,-0.14,False
svmLinear2_0.1_clickstream,33.356,0.611,nb_0_TRUE_1_all,31.023,0.725,2.333,-0.113,False
svmLinear2_0.1_clickstream,33.356,0.611,nb_1_TRUE_1_all,31.023,0.725,2.333,-0.113,False
svmLinear2_0.1_clickstream,33.356,0.611,svmLinear2_0.01_clickstream,33.288,0.612,0.069,-0.001,False
svmLinear2_0.1_clickstream,33.356,0.611,adaboost_50_Real adaboost_clickstream,33.74,0.609,-0.384,0.002,False
svmLinear2_0.1_clickstream,33.356,0.611,svmLinear2_0.001_clickstream,34.581,0.602,-1.225,0.009,False
svmLinear2_0.1_clickstream,33.356,0.611,adaboost_100_Real adaboost_clickstream,34.755,0.596,-1.399,0.015,False
svmLinear2_0.1_clickstream,33.356,0.611,adaboost_500_Real adaboost_clickstream,39.315,0.551,-5.959,0.06,False
svmLinear2_0.1_clickstream,33.356,0.611,glmnet_0_0.01_quiz,39.416,0.605,-6.059,0.007,False
svmLinear2_0.1_clickstream,33.356,0.611,glmnet_0_1_forum,39.455,0.514,-6.099,0.097,False
svmLinear2_0.1_clickstream,33.356,0.611,glmnet_0_0_quiz,39.477,0.605,-6.12,0.007,False
svmLinear2_0.1_clickstream,33.356,0.611,glmnet_0_0.001_quiz,39.477,0.605,-6.12,0.007,False
svmLinear2_0.1_clickstream,33.356,0.611,glmnet_0_0.1_quiz,39.742,0.604,-6.386,0.007,False
svmLinear2_0.1_clickstream,33.356,0.611,adaboost_500_Adaboost.M1_forum,41.024,0.514,-7.668,0.098,False
svmLinear2_0.1_clickstream,33.356,0.611,glmnet_0_0.1_forum,41.717,0.512,-8.36,0.099,False
svmLinear2_0.1_clickstream,33.356,0.611,glmnet_0_1_quiz,42.514,0.596,-9.158,0.015,False
svmLinear2_0.1_clickstream,33.356,0.611,adaboost_100_Adaboost.M1_forum,42.573,0.513,-9.217,0.099,False
svmLinear2_0.1_clickstream,33.356,0.611,glmnet_0_0.01_forum,43.12,0.511,-9.764,0.101,False
svmLinear2_0.1_clickstream,33.356,0.611,rpart_0.1_clickstream,43.162,0.588,-9.805,0.024,False
svmLinear2_0.1_clickstream,33.356,0.611,glmnet_0_0.001_forum,43.421,0.511,-10.064,0.101,False
svmLinear2_0.1_clickstream,33.356,0.611,glmnet_0_0_forum,43.499,0.511,-10.143,0.101,False
svmLinear2_0.1_clickstream,33.356,0.611,adaboost_50_Adaboost.M1_forum,43.774,0.512,-10.417,0.1,False
svmLinear2_0.1_clickstream,33.356,0.611,nb_1_TRUE_1_forum,44.41,0.511,-11.054,0.1,False
svmLinear2_0.1_clickstream,33.356,0.611,nb_0_TRUE_1_forum,44.41,0.511,-11.054,0.1,False
svmLinear2_0.1_clickstream,33.356,0.611,nb_0_FALSE_1_quiz,45.172,0.587,-11.815,0.024,False
svmLinear2_0.1_clickstream,33.356,0.611,nb_1_FALSE_1_quiz,45.172,0.587,-11.815,0.024,False
svmLinear2_0.1_clickstream,33.356,0.611,adaboost_100_Adaboost.M1_quiz,45.78,0.585,-12.423,0.026,False
svmLinear2_0.1_clickstream,33.356,0.611,adaboost_50_Adaboost.M1_quiz,45.93,0.585,-12.573,0.026,False
svmLinear2_0.1_clickstream,33.356,0.611,adaboost_500_Adaboost.M1_quiz,45.948,0.585,-12.592,0.026,False
svmLinear2_0.1_clickstream,33.356,0.611,nb_0_TRUE_1_quiz,46.05,0.585,-12.694,0.026,False
svmLinear2_0.1_clickstream,33.356,0.611,nb_1_TRUE_1_quiz,46.05,0.585,-12.694,0.026,False
svmLinear2_0.1_clickstream,33.356,0.611,adaboost_50_Real adaboost_forum,48.206,0.506,-14.85,0.106,False
svmLinear2_0.1_clickstream,33.356,0.611,adaboost_50_Real adaboost_all,48.862,0.6,-15.506,0.011,False
svmLinear2_0.1_clickstream,33.356,0.611,adaboost_100_Real adaboost_forum,49.417,0.505,-16.061,0.107,False
svmLinear2_0.1_clickstream,33.356,0.611,svmLinear2_0.01_forum,49.711,0.505,-16.355,0.106,False
svmLinear2_0.1_clickstream,33.356,0.611,adaboost_500_Real adaboost_forum,50.085,0.504,-16.729,0.107,False
svmLinear2_0.1_clickstream,33.356,0.611,svmLinear2_0.001_forum,50.433,0.504,-17.076,0.107,False
svmLinear2_0.1_clickstream,33.356,0.611,svmLinear2_0.1_all,50.884,0.592,-17.528,0.019,False
svmLinear2_0.1_clickstream,33.356,0.611,adaboost_100_Real adaboost_all,51.156,0.589,-17.8,0.023,False
svmLinear2_0.1_clickstream,33.356,0.611,nb_1_FALSE_1_forum,52.824,0.499,-19.467,0.112,True
svmLinear2_0.1_clickstream,33.356,0.611,nb_0_FALSE_1_forum,52.824,0.499,-19.467,0.112,True
svmLinear2_0.1_clickstream,33.356,0.611,rpart_1_clickstream,53.154,0.5,-19.797,0.111,True
svmLinear2_0.1_clickstream,33.356,0.611,rpart_0.001_forum,53.404,0.501,-20.048,0.11,True
svmLinear2_0.1_clickstream,33.356,0.611,rpart_0.01_forum,54.176,0.5,-20.819,0.111,True
svmLinear2_0.1_clickstream,33.356,0.611,rpart_0.1_forum,54.223,0.5,-20.866,0.111,True
svmLinear2_0.1_clickstream,33.356,0.611,rpart_1_forum,54.223,0.5,-20.866,0.111,True
